Base position	No. reads	Exon
108360266	506	20.0
108360267	462	20.0
108360268	506	20.0
108360269	506	20.0
108360270	506	20.0
108360271	420	20.0
108360272	380	20.0
108360273	380	20.0
108360274	380	20.0
108360275	380	20.0
108360276	380	20.0
108360277	342	20.0
108360278	462	20.0
108360279	462	20.0
108360280	462	20.0
108360281	306	20.0
108360282	272	20.0
108360283	272	20.0
108360284	272	20.0
108360285	272	20.0
108360286	240	20.0
108360287	240	20.0
108360288	272	20.0
108360289	272	20.0
108360290	342	20.0
108360291	342	20.0
108360292	342	20.0
108360293	342	20.0
108360294	380	20.0
108360295	462	20.0
108360296	420	20.0
108360297	420	20.0
108360298	420	20.0
108360299	420	20.0
108360300	506	20.0
108360301	506	20.0
108360302	462	20.0
108360303	462	20.0
108360304	552	20.0
108360305	552	20.0
108360306	552	20.0
108360307	506	20.0
108360308	552	20.0
108360309	506	20.0
108360310	506	20.0
108360311	650	20.0
108360312	702	20.0
108360313	702	20.0
108360314	702	20.0
108360315	702	20.0
108360316	702	20.0
108360317	702	20.0
108360318	702	20.0
108360319	702	20.0
108360320	650	20.0
108360321	650	20.0
108360322	650	20.0
108360323	650	20.0
108360324	650	20.0
108360325	650	20.0
108360326	650	20.0
108360327	600	20.0
108360328	600	20.0
108360329	702	20.0
108360330	702	20.0
108360331	756	20.0
108360332	756	20.0
108360333	756	20.0
108360334	702	20.0
108360335	702	20.0
108360336	756	20.0
108360337	756	20.0
108360338	870	20.0
108360339	930	20.0
108360340	930	20.0
108360341	930	20.0
108360342	930	20.0
108360343	930	20.0
108360344	930	20.0
108360345	930	20.0
108360346	870	20.0
108360347	992	20.0
108360348	992	20.0
108360349	992	20.0
108360350	1056	20.0
108360351	1056	20.0
108360352	870	20.0
108360353	870	20.0
108360354	870	20.0
108360355	870	20.0
108360356	870	20.0
108360357	870	20.0
108360358	870	20.0
108360359	870	20.0
108360360	870	20.0
108360361	870	20.0
108360362	812	20.0
108360363	812	20.0
108360364	756	20.0
108360365	702	20.0
108360366	702	20.0
108360367	702	20.0
108360368	702	20.0
108360369	650	20.0
108360370	600	20.0
108360371	600	20.0
108360372	650	20.0
108360373	650	20.0
108360374	600	20.0
108360375	600	20.0
108360376	650	20.0
108360377	650	20.0
108360378	600	20.0
108360379	552	20.0
108360380	552	20.0
108360381	552	20.0
108360382	552	20.0
108360383	506	20.0
108360384	462	20.0
108360385	380	20.0
108360386	380	20.0
108360387	380	20.0
108360388	380	20.0
108360389	380	20.0
108360390	380	20.0
108360391	380	20.0
108360392	420	20.0
108360393	420	20.0
108360394	420	20.0
108360395	506	20.0
108360396	506	20.0
108360397	552	20.0
108360398	552	20.0
108360399	600	20.0
108360400	600	20.0
108360401	650	20.0
108360402	650	20.0
108360403	552	20.0
108360404	756	20.0
108360405	756	20.0
108360406	702	20.0
108360407	702	20.0
108360408	702	20.0
108360409	650	20.0
108360410	650	20.0
108360411	650	20.0
108360412	650	20.0
108360413	462	20.0
108360414	506	20.0
108360415	506	20.0
108360416	506	20.0
108360417	506	20.0
108360418	506	20.0
108360419	462	20.0
108360420	462	20.0
108360421	552	20.0
108360422	506	20.0
108360423	506	20.0
108360424	462	20.0
108360425	462	20.0
108360426	462	20.0
108360427	462	20.0
108360428	462	20.0
108360429	462	20.0
108360430	462	20.0
108360431	462	20.0
108360432	506	20.0
108360433	506	20.0
108360434	552	20.0
108360435	552	20.0
108360436	552	20.0
108360437	552	20.0
108360438	552	20.0
108360439	552	20.0
108360440	552	20.0
108360441	650	20.0
108360442	650	20.0
108360443	650	20.0
108360444	600	20.0
108360445	650	20.0
108360446	600	20.0
108360447	462	20.0
108360448	600	20.0
108360449	600	20.0
108360450	506	20.0
108360451	506	20.0
108360452	506	20.0
108360453	506	20.0
108360454	506	20.0
108360455	506	20.0
108360456	552	20.0
108360457	552	20.0
108360458	600	20.0
108360459	600	20.0
108360460	552	20.0
108360461	600	20.0
108360462	600	20.0
108360463	600	20.0
108360464	552	20.0
108360465	552	20.0
108360466	552	20.0
108360467	552	20.0
108360468	600	20.0
108360469	650	20.0
108360470	552	20.0
108360471	600	20.0
108360472	702	20.0
108360473	650	20.0
108360474	650	20.0
108360475	650	20.0
108360476	702	20.0
108360477	756	20.0
108360478	552	20.0
108360479	552	20.0
108360480	552	20.0
108360481	552	20.0
108360482	552	20.0
108360483	552	20.0
108360484	506	20.0
108360485	506	20.0
108360486	506	20.0
108360487	506	20.0
108360488	552	20.0
108360489	506	20.0
108360490	506	20.0
108360491	506	20.0
108360492	506	20.0
108360493	552	20.0
108360494	462	20.0
108360495	506	20.0
108360496	506	20.0
108360497	552	20.0
108360498	552	20.0
108360499	552	20.0
108360500	552	20.0
108360501	552	20.0
108360502	552	20.0
108360503	600	20.0
108360504	600	20.0
108360505	600	20.0
108360506	552	20.0
108360507	552	20.0
108360508	552	20.0
108360509	506	20.0
108360510	600	20.0
108360511	650	20.0
108360512	650	20.0
108360513	650	20.0
108360514	600	20.0
108360515	650	20.0
108360516	650	20.0
108360517	650	20.0
108360518	756	20.0
108360519	702	20.0
108360520	702	20.0
108360521	650	20.0
108360522	702	20.0
108360523	600	20.0
108360524	600	20.0
108360525	600	20.0
108360526	600	20.0
108360527	600	20.0
108360528	600	20.0
108360529	600	20.0
108360530	600	20.0
108360531	552	20.0
108360532	552	20.0
108360533	506	20.0
108360534	552	20.0
108360535	462	20.0
108360536	552	20.0
108360537	552	20.0
108360538	552	20.0
108360539	552	20.0
108360540	552	20.0
108360541	600	20.0
108360542	600	20.0
108360543	600	20.0
108360544	600	20.0
108360545	600	20.0
108360546	552	20.0
108360547	552	20.0
108360548	552	20.0
108360549	552	20.0
108360550	462	20.0
108360551	420	20.0
108360552	506	20.0
108360553	506	20.0
108360554	506	20.0
108360555	552	20.0
108360556	552	20.0
108360557	552	20.0
108360558	552	20.0
108360559	552	20.0
108360560	600	20.0
108360561	600	20.0
108360562	552	20.0
108360563	600	20.0
108360564	600	20.0
108360565	600	20.0
108360566	600	20.0
108360567	600	20.0
108360568	552	20.0
108360569	506	20.0
108360570	552	20.0
108360571	506	20.0
108360572	506	20.0
108360573	506	20.0
108360574	506	20.0
108360575	506	20.0
108360576	506	20.0
108360577	462	20.0
108360578	462	20.0
108360579	650	20.0
108360580	650	20.0
108360581	650	20.0
108360582	702	20.0
108360583	650	20.0
108360584	756	20.0
108360585	650	20.0
108360586	650	20.0
108360587	650	20.0
108360588	600	20.0
108360589	650	20.0
108360590	600	20.0
108360591	650	20.0
108360592	650	20.0
108360593	650	20.0
108360594	650	20.0
108360595	650	20.0
108360596	650	20.0
108360597	650	20.0
108360598	650	20.0
108360599	650	20.0
108360600	702	20.0
108360601	702	20.0
108360602	702	20.0
108360603	702	20.0
108360604	702	20.0
108360605	702	20.0
108360606	702	20.0
108360607	702	20.0
108360608	650	20.0
108360609	600	20.0
108360610	756	20.0
108360611	756	20.0
108360612	756	20.0
108360613	756	20.0
108360614	756	20.0
108360615	702	20.0
108360616	702	20.0
108360617	702	20.0
108360618	650	20.0
108360619	506	20.0
108360620	462	20.0
108360621	462	20.0
108360622	552	20.0
108360623	600	20.0
108360624	600	20.0
108360625	650	20.0
108360626	650	20.0
108360627	650	20.0
108360628	650	20.0
108360629	650	20.0
108360630	650	20.0
108360631	650	20.0
108360632	650	20.0
108360633	650	20.0
108360634	650	20.0
108360635	650	20.0
108360636	650	20.0
108360637	650	20.0
108360638	600	20.0
108360639	600	20.0
108360640	600	20.0
108360641	600	20.0
108360642	600	20.0
108360643	600	20.0
108360644	600	20.0
108360645	552	20.0
108360646	552	20.0
108360647	552	20.0
108360648	650	20.0
108360649	650	20.0
108360650	650	20.0
108360651	702	20.0
108360652	600	20.0
108360653	600	20.0
108360654	600	20.0
108360655	600	20.0
108360656	650	20.0
108360657	506	20.0
108360658	506	20.0
108360659	600	20.0
108360660	650	20.0
108360661	650	20.0
108360662	600	20.0
108360663	600	20.0
108360664	600	20.0
108360665	462	20.0
108360666	462	20.0
108360667	462	20.0
108360668	462	20.0
108360669	462	20.0
108360670	462	20.0
108360671	420	20.0
108360672	420	20.0
108360673	420	20.0
108360674	462	20.0
108360675	420	20.0
108360676	420	20.0
108360677	420	20.0
108360678	462	20.0
108360679	506	20.0
108360680	506	20.0
108360681	506	20.0
108360682	506	20.0
108360683	552	20.0
108360684	462	20.0
108360685	506	20.0
108360686	506	20.0
108360687	506	20.0
108360688	552	20.0
108360689	552	20.0
108360690	552	20.0
108360691	552	20.0
108360692	552	20.0
108360693	552	20.0
108360694	600	20.0
108360695	600	20.0
108360696	600	20.0
108360697	506	20.0
108360698	462	20.0
108360699	462	20.0
108360700	420	20.0
108360701	420	20.0
108360702	420	20.0
108360703	380	20.0
108360704	380	20.0
108360705	420	20.0
108360706	420	20.0
108360707	420	20.0
108360708	420	20.0
108360709	380	20.0
108360710	380	20.0
108360711	380	20.0
108360712	420	20.0
108360713	506	20.0
108360714	506	20.0
108360715	420	20.0
108360716	420	20.0
108360717	420	20.0
108360718	420	20.0
108360719	420	20.0
108360720	420	20.0
108360721	420	20.0
108360722	420	20.0
108360723	306	20.0
108360724	306	20.0
108360725	306	20.0
108360726	306	20.0
108360727	306	20.0
108360728	306	20.0
108360729	306	20.0
108360730	272	20.0
108360731	272	20.0
108360732	306	20.0
108360733	420	20.0
108360734	380	20.0
108360735	380	20.0
108360736	380	20.0
108360737	380	20.0
108360738	462	20.0
108360739	506	20.0
108360740	506	20.0
108360741	552	20.0
108360742	552	20.0
108360743	552	20.0
108360744	552	20.0
108360745	552	20.0
108360746	506	20.0
108360747	506	20.0
108360748	650	20.0
108360749	600	20.0
108360750	650	20.0
108360751	650	20.0
108360752	600	20.0
108360753	600	20.0
108360754	600	20.0
108360755	600	20.0
108360756	600	20.0
108360757	506	20.0
108360758	506	20.0
108360759	506	20.0
108360760	420	20.0
108360761	420	20.0
108360762	380	20.0
108360763	380	20.0
108360764	380	20.0
108360765	552	20.0
108360766	552	20.0
108360767	552	20.0
108360768	552	20.0
108360769	506	20.0
108360770	506	20.0
108360771	506	20.0
108360772	552	20.0
108360773	552	20.0
108360774	650	20.0
108360775	756	20.0
108360776	756	20.0
108360777	756	20.0
108360778	756	20.0
108360779	702	20.0
108360780	702	20.0
108360781	702	20.0
108360782	702	20.0
108360783	702	20.0
108360784	600	20.0
108360785	600	20.0
108360786	600	20.0
108360787	506	20.0
108360788	506	20.0
108360789	506	20.0
108360790	506	20.0
108360791	506	20.0
108360792	506	20.0
108360793	702	20.0
108360794	702	20.0
108360795	702	20.0
108360796	702	20.0
108360797	702	20.0
108360798	702	20.0
108360799	702	20.0
108360800	702	20.0
108360801	812	20.0
108360802	812	20.0
108360803	812	20.0
108360804	812	20.0
108360805	812	20.0
108360806	650	20.0
108360807	600	20.0
108360808	650	20.0
108360809	702	20.0
108360810	756	20.0
108360811	756	20.0
108360812	756	20.0
108360813	702	20.0
108360814	702	20.0
108360815	650	20.0
108360816	650	20.0
108360817	650	20.0
108360818	650	20.0
108360819	650	20.0
108360820	650	20.0
108360821	650	20.0
108360822	600	20.0
108360823	552	20.0
108360824	600	20.0
108360825	600	20.0
108360826	650	20.0
108360827	702	20.0
108360828	702	20.0
108360829	650	20.0
108360830	870	20.0
108360831	870	20.0
108360832	870	20.0
108360833	930	20.0
108360834	870	20.0
108360835	870	20.0
108360836	870	20.0
108360837	870	20.0
108360838	870	20.0
108360839	650	20.0
108360840	650	20.0
108360841	650	20.0
108360842	650	20.0
108360843	650	20.0
108360844	650	20.0
108360845	702	20.0
108360846	702	20.0
108360847	506	20.0
108360848	506	20.0
108360849	420	20.0
108360850	420	20.0
108360851	420	20.0
108360852	420	20.0
108360853	420	20.0
108360854	420	20.0
108360855	420	20.0
108360856	420	20.0
108360857	420	20.0
108360858	420	20.0
108360859	380	20.0
108360860	380	20.0
108360861	380	20.0
108360862	380	20.0
108360863	380	20.0
108360864	380	20.0
108360865	380	20.0
108360866	380	20.0
108360867	306	20.0
108360868	306	20.0
108360869	306	20.0
108360870	306	20.0
108360871	306	20.0
108360872	306	20.0
108360873	306	20.0
108360874	306	20.0
108360875	306	20.0
108360876	240	20.0
108360877	240	20.0
108360878	240	20.0
108360879	240	20.0
108360880	240	20.0
108360881	210	20.0
108360882	210	20.0
108360883	182	20.0
108360884	182	20.0
108360885	156	20.0
108360886	156	20.0
108360887	156	20.0
108360888	156	20.0
108360889	156	20.0
108360890	156	20.0
108360891	156	20.0
108360892	156	20.0
108360893	156	20.0
108360894	182	20.0
108360895	182	20.0
108360896	156	20.0
108360897	156	20.0
108360898	110	20.0
108360899	110	20.0
108360900	90	20.0
108360901	72	20.0
108360902	72	20.0
108360903	20	20.0
108360904	20	20.0
108360905	12	20.0
108360906	12	20.0
108360907	12	20.0
108360908	20	20.0
108360909	20	20.0
108360910	20	20.0
108360911	56	20.0
108360912	56	20.0
108360913	72	20.0
108360914	72	20.0
108360915	72	20.0
108360916	72	20.0
108360917	72	20.0
108360918	72	20.0
108360919	72	20.0
108360920	56	20.0
108360921	72	20.0
108360922	90	20.0
108360923	90	20.0
108360924	90	20.0
108360925	90	20.0
108360926	90	20.0
108360927	90	20.0
108360928	110	20.0
108360929	156	20.0
108360930	156	20.0
108360931	240	20.0
108360932	240	20.0
108360933	272	20.0
108360934	272	20.0
108360935	272	20.0
108360936	342	20.0
108360937	342	20.0
108360938	420	20.0
108360939	420	20.0
108360940	420	20.0
108360941	420	20.0
108360942	420	20.0
108360943	420	20.0
108360944	506	20.0
108360945	506	20.0
108360946	506	20.0
108360947	506	20.0
108360948	506	20.0
108360949	552	20.0
108360950	552	20.0
108360951	552	20.0
108360952	552	20.0
108360953	552	20.0
108360954	552	20.0
108360955	552	20.0
108360956	552	20.0
108360957	650	20.0
108360958	650	20.0
108360959	650	20.0
108360960	650	20.0
108360961	650	20.0
108360962	650	20.0
108360963	650	20.0
108360964	650	20.0
108360965	650	20.0
108360966	650	20.0
108360967	650	20.0
108360968	650	20.0
108360969	600	20.0
108360970	600	20.0
108360971	600	20.0
108360972	756	20.0
108360973	812	20.0
108360974	812	20.0
108360975	812	20.0
108360976	870	20.0
108360977	870	20.0
108360978	870	20.0
108360979	870	20.0
108360980	870	20.0
108360981	702	20.0
108360982	870	20.0
108360983	870	20.0
108360984	870	20.0
108360985	812	20.0
108360986	812	20.0
108360987	812	20.0
108360988	930	20.0
108360989	930	20.0
108360990	992	20.0
108360991	992	20.0
108360992	992	20.0
108360993	1056	20.0
108360994	1056	20.0
108360995	1056	20.0
108360996	870	20.0
108360997	870	20.0
108360998	870	20.0
108360999	870	20.0
108361000	870	20.0
108361001	930	20.0
108361002	756	20.0
108361003	756	20.0
108361004	812	20.0
108361005	600	20.0
108361006	600	20.0
108361007	506	20.0
108361008	506	20.0
108361009	506	20.0
108361010	506	20.0
108361011	506	20.0
108361012	506	20.0
108361013	420	20.0
108361014	420	20.0
108361015	420	20.0
108361016	420	20.0
108361017	462	20.0
108361018	462	20.0
108361019	380	20.0
108361020	380	20.0
108361021	380	20.0
108361022	380	20.0
108361023	380	20.0
108361024	342	20.0
108361025	342	20.0
108361026	342	20.0
108361027	380	20.0
108361028	380	20.0
108361029	380	20.0
108361030	380	20.0
108361031	306	20.0
108361032	306	20.0
108361033	306	20.0
108361034	306	20.0
108361035	306	20.0
108361036	306	20.0
108361037	306	20.0
108361038	306	20.0
108361039	306	20.0
108361040	306	20.0
108361041	380	20.0
108361042	380	20.0
108361043	380	20.0
108361044	240	20.0
108361045	240	20.0
108361046	306	20.0
108361047	240	20.0
108361048	240	20.0
108361049	240	20.0
108361050	210	20.0
108361051	240	20.0
108361052	240	20.0
108361053	240	20.0
108361054	240	20.0
108361055	240	20.0
108361056	240	20.0
108361057	210	20.0
108361058	240	20.0
108361059	240	20.0
108361060	272	20.0
108361061	240	20.0
108361062	240	20.0
108361063	210	20.0
108361064	210	20.0
108361065	182	20.0
108361066	240	20.0
108361067	240	20.0
108361068	240	20.0
108361069	240	20.0
108361070	240	20.0
108361071	240	20.0
108361072	240	20.0
108361073	240	20.0
108361074	240	20.0
108361075	210	20.0
108361076	240	20.0
108361077	272	20.0
108361078	272	20.0
108361079	240	20.0
108361080	240	20.0
108361081	240	20.0
108361082	240	20.0
108361083	240	20.0
108361084	240	20.0
108361085	240	20.0
108361086	240	20.0
108361087	306	20.0
108361088	306	20.0
108361089	306	20.0
108361090	306	20.0
108361091	272	20.0
108361092	342	20.0
108361093	342	20.0
108361094	380	20.0
108361095	380	20.0
108361096	380	20.0
108361097	380	20.0
108361098	380	20.0
108361099	380	20.0
108361100	380	20.0
108361101	342	20.0
108361102	342	20.0
108361103	342	20.0
108361104	342	20.0
108361105	342	20.0
108361106	342	20.0
108361107	342	20.0
108361108	342	20.0
108361109	342	20.0
108361110	342	20.0
108361111	380	20.0
108361112	380	20.0
108361113	420	20.0
108361114	420	20.0
108361115	380	20.0
108361116	380	20.0
108361117	380	20.0
108361118	380	20.0
108361119	380	20.0
108361120	306	20.0
108361121	306	20.0
108361122	306	20.0
108361123	306	20.0
108361124	306	20.0
108361125	306	20.0
108361126	306	20.0
108361127	306	20.0
108361128	306	20.0
108361129	342	20.0
108361130	342	20.0
108361131	342	20.0
108361132	306	20.0
108361133	306	20.0
108361134	272	20.0
108361135	272	20.0
108361136	210	20.0
108361137	210	20.0
108361138	210	20.0
108361139	182	20.0
108361140	182	20.0
108361141	156	20.0
108361142	156	20.0
108361143	156	20.0
108361144	156	20.0
108361145	182	20.0
108361146	182	20.0
108361147	210	20.0
108361148	210	20.0
108361149	210	20.0
108361150	156	20.0
108361151	156	20.0
108361152	240	20.0
108361153	240	20.0
108361154	182	20.0
108361155	210	20.0
108361156	210	20.0
108361157	210	20.0
108361158	210	20.0
108361159	210	20.0
108361160	210	20.0
108361161	156	20.0
108361162	156	20.0
108361163	156	20.0
108361164	156	20.0
108361165	156	20.0
108361166	182	20.0
108361167	182	20.0
108361168	182	20.0
108361169	156	20.0
108361170	156	20.0
108361171	156	20.0
108361172	156	20.0
108361173	156	20.0
108361174	240	20.0
108361175	240	20.0
108361176	240	20.0
108361177	240	20.0
108361178	240	20.0
108361179	240	20.0
108361180	240	20.0
108361181	240	20.0
108361182	240	20.0
108361183	272	20.0
108361184	240	20.0
108361185	240	20.0
108361186	272	20.0
108361187	240	20.0
108361188	240	20.0
108361189	306	20.0
108361190	272	20.0
108361191	272	20.0
108361192	272	20.0
108361193	272	20.0
108361194	272	20.0
108361195	272	20.0
108361196	272	20.0
108361197	272	20.0
108361198	272	20.0
108361199	272	20.0
108361200	272	20.0
108361201	240	20.0
108361202	240	20.0
108361203	240	20.0
108361204	182	20.0
108361205	182	20.0
108361206	210	20.0
108361207	210	20.0
108361208	210	20.0
108361209	210	20.0
108361210	210	20.0
108361211	210	20.0
108361212	240	20.0
108361213	240	20.0
108361214	240	20.0
108361215	240	20.0
108361216	272	20.0
108361217	272	20.0
108361218	272	20.0
108361219	272	20.0
108361220	342	20.0
108361221	272	20.0
108361222	306	20.0
108361223	306	20.0
108361224	306	20.0
108361225	306	20.0
108361226	272	20.0
108361227	240	20.0
108361228	240	20.0
108361229	240	20.0
108361230	210	20.0
108361231	210	20.0
108361232	210	20.0
108361233	272	20.0
108361234	272	20.0
108361235	272	20.0
108361236	272	20.0
108361237	272	20.0
108361238	240	20.0
108361239	306	20.0
108361240	306	20.0
108361241	342	20.0
108361242	342	20.0
108361243	342	20.0
108361244	380	20.0
108361245	380	20.0
108361246	380	20.0
108361247	342	20.0
108361248	272	20.0
108361249	272	20.0
108361250	272	20.0
108361251	272	20.0
108361252	272	20.0
108361253	272	20.0
108361254	272	20.0
108361255	306	20.0
108361256	306	20.0
108361257	306	20.0
108361258	306	20.0
108361259	272	20.0
108361260	272	20.0
108361261	272	20.0
108361262	272	20.0
108361263	272	20.0
108361264	210	20.0
108361265	210	20.0
108361266	210	20.0
108361267	210	20.0
108361268	240	20.0
108361269	240	20.0
108361270	240	20.0
108361271	240	20.0
108361272	272	20.0
108361273	272	20.0
108361274	272	20.0
108361275	272	20.0
108361276	272	20.0
108361277	272	20.0
108361278	272	20.0
108361279	272	20.0
108361280	240	20.0
108361281	240	20.0
108361282	240	20.0
108361283	240	20.0
108361284	240	20.0
108361285	240	20.0
108361286	240	20.0
108361287	210	20.0
108361288	210	20.0
108361289	210	20.0
108361290	182	20.0
108361291	182	20.0
108361292	210	20.0
108361293	210	20.0
108361294	240	20.0
108361295	182	20.0
108361296	210	20.0
108361297	182	20.0
108361298	182	20.0
108361299	182	20.0
108361300	182	20.0
108361301	210	20.0
108361302	210	20.0
108361303	210	20.0
108361304	210	20.0
108361305	210	20.0
108361306	210	20.0
108361307	182	20.0
108361308	156	20.0
108361309	156	20.0
108361310	156	20.0
108361311	156	20.0
108361312	132	20.0
108361313	132	20.0
108361314	110	20.0
108361315	110	20.0
108361316	110	20.0
108361317	110	20.0
108361318	110	20.0
108361319	90	20.0
108361320	90	20.0
108361321	90	20.0
108361322	90	20.0
108361323	90	20.0
108361324	90	20.0
108361325	90	20.0
108361326	90	20.0
108361327	90	20.0
108361328	90	20.0
108361329	72	20.0
108361330	72	20.0
108361331	72	20.0
108361332	56	20.0
108361333	56	20.0
108361334	56	20.0
108361335	56	20.0
108361336	56	20.0
108361337	110	20.0
108361338	110	20.0
108361339	110	20.0
108361340	110	20.0
108361341	110	20.0
108361342	90	20.0
108361343	90	20.0
108361344	90	20.0
108361345	90	20.0
108361346	72	20.0
108361347	72	20.0
108361348	132	20.0
108361349	132	20.0
108361350	132	20.0
108361351	132	20.0
108361352	132	20.0
108361353	132	20.0
108361354	132	20.0
108361355	132	20.0
108361356	132	20.0
108361357	156	20.0
108361358	156	20.0
108361359	156	20.0
108361360	182	20.0
108361361	182	20.0
108361362	182	20.0
108361363	182	20.0
108361364	240	20.0
108361365	240	20.0
108361366	240	20.0
108361367	210	20.0
108361368	210	20.0
108361369	182	20.0
108361370	182	20.0
108361371	156	20.0
108361372	156	20.0
108361373	156	20.0
108361374	156	20.0
108361375	132	20.0
108361376	132	20.0
108361377	132	20.0
108361378	132	20.0
108361379	132	20.0
108361380	132	20.0
108361381	132	20.0
108361382	132	20.0
108361383	132	20.0
108361384	132	20.0
108361385	132	20.0
108361386	132	20.0
108361387	132	20.0
108361388	132	20.0
108361389	110	20.0
108361390	110	20.0
108361391	110	20.0
108361392	132	20.0
108361393	132	20.0
108361394	132	20.0
108361395	132	20.0
108361396	132	20.0
108361397	132	20.0
108361398	132	20.0
108361399	132	20.0
108361400	182	20.0
108361401	182	20.0
108361402	210	20.0
108361403	210	20.0
108361404	210	20.0
108361405	210	20.0
108361406	210	20.0
108361407	210	20.0
108361408	210	20.0
108361409	210	20.0
108361410	210	20.0
108361411	132	20.0
108361412	156	20.0
108361413	156	20.0
108361414	156	20.0
108361415	156	20.0
108361416	156	20.0
108361417	156	20.0
108361418	156	20.0
108361419	156	20.0
108361420	156	20.0
108361421	90	20.0
108361422	90	20.0
108361423	90	20.0
108361424	90	20.0
108361425	90	20.0
108361426	90	20.0
108361427	90	20.0
108361428	90	20.0
108361429	90	20.0
108361430	90	20.0
108361431	72	20.0
108361432	72	20.0
108361433	72	20.0
108361434	72	20.0
108361435	56	20.0
108361436	56	20.0
108361437	56	20.0
108361438	56	20.0
108361439	30	20.0
108361440	30	20.0
108361441	12	20.0
108361442	12	20.0
108361443	12	20.0
108361444	12	20.0
108361445	12	20.0
108361446	12	20.0
108361447	12	20.0
108361448	12	20.0
108361449	12	20.0
108361450	12	20.0
108361451	12	20.0
108361452	12	20.0
108361453	12	20.0
108361454	12	20.0
108361455	12	20.0
108361456	12	20.0
108361457	12	20.0
108361458	12	20.0
108361459	12	20.0
108361460	12	20.0
108361461	12	20.0
108361462	12	20.0
108361463	12	20.0
108361464	12	20.0
108361465	12	20.0
108361466	12	20.0
108361467	6	20.0
108361468	6	20.0
108361469	6	20.0
108361470	6	20.0
108361471	6	20.0
108361472	6	20.0
108361473	2	20.0
108361474	2	20.0
108361475	2	20.0
108361476	2	20.0
108361477	2	20.0
108361478	2	20.0
108361479	2	20.0
108361480	2	20.0
108361481	2	20.0
108361482	2	20.0
108361483	2	20.0
108361484	2	20.0
108361485	2	20.0
